the_geom,FECHA_DE_I,TIPO_DE_IN,CODIGO_ARB,ESPECIE,NOMBRE_COM,MUNICIPIO,COMUNA,BARRIO,DIRECCION,LATITUD,LONGITUD,ESTRATO
POINT (-75.6054948 6.23666441),2023 Sep 06 12:00:00 AM,Poda de Mantenimiento,116.180.000.942,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32E, entre carreras 83 y 82A","6,23666441","-75,6054948",3
POINT (-75.604157 6.23663902),2023 Sep 11 12:00:00 AM,Poda de Mantenimiento,116.180.051.958,Araucaria angustifolia,Araucaria,Medellín,Belén,Nueva Villa del Aburrá,Calle 32E N 81B-22 bloque 66 lado izquierdo,"6,23663902","-75,604157",3
POINT (-75.6031931 6.2365161),2023 Sep 20 12:00:00 AM,Poda de Mantenimiento,116.180.080.394,Delonix regia,"Flamboyán, acacia roja, acacio rojo",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A entre la calle 32E y la calle 32D Costado oriental en zona verde,"6,2365161","-75,6031931",3
POINT (-75.6045035 6.23644416),2023 Sep 08 12:00:00 AM,Poda de Mantenimiento,116.180.000.842,Dypsis lutescens,Palma areca,Medellín,Belén,Nueva Villa del Aburrá,Calle 32D N 81B-43,"6,23644416","-75,6045035",3
POINT (-75.5964618 6.23643337),2023 Nov 23 12:00:00 AM,Poda de Mantenimiento,116.200.000.103,Cojoba arborea,"Carbonero zorro, cojoba, dormilón",Medellín,Belén,El Nogal-Los Almendros,Carrera 76 N 32C-16,"6,23643337","-75,5964618",3
POINT (-75.5964618 6.23643337),2023 Feb 01 12:00:00 AM,Poda de Mantenimiento,116.200.000.103,Cojoba arborea,"Carbonero zorro, cojoba, dormilón",Medellín,Belén,El Nogal-Los Almendros,"Carrera 52 N 73-21, cerca a Jardín Botánico.","6,23643337","-75,5964618",3
POINT (-75.5935169 6.23641581),2023 Aug 29 12:00:00 AM,Poda de Mantenimiento,116.020.001.613,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Rosales,Diagonal 74 N 32B-135,"6,23641581","-75,5935169",3
POINT (-75.6046509 6.23638226),2023 Sep 08 12:00:00 AM,Poda de Mantenimiento,116.180.051.973,Lafoensia acuminata,"Guayacan manizaleño, Arrayan de Manizales",Medellín,Belén,Nueva Villa del Aburrá,Calle 32D N 81B-71,"6,23638226","-75,6046509",3
POINT (-75.60426 6.23637159),2023 Sep 08 12:00:00 AM,Poda de Mantenimiento,116.180.000.968,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Belén,Nueva Villa del Aburrá,Calle 32D N 81B-15,"6,23637159","-75,60426",3
POINT (-75.6030974 6.23632787),2023 Sep 19 12:00:00 AM,Poda de Mantenimiento,116.180.000.986,Ormosia colombiana,Chocho,Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81AN 32C - 32D, costado oriental de la vía","6,23632787","-75,6030974",3
POINT (-75.6037266 6.23628527),2023 Sep 07 12:00:00 AM,Poda de Mantenimiento,116.180.051.967,Lafoensia acuminata,"Guayacan manizaleño, Arrayan de Manizales",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32C N 81A-66, detrás del bloque.","6,23628527","-75,6037266",3
POINT (-75.6040937 6.23626598),2023 Sep 11 12:00:00 AM,Poda de Mantenimiento,116.180.051.949,Citrus limon,Limón,Medellín,Belén,Nueva Villa del Aburrá,"Calle 32C N 81B-16, costado oriental del bloque 48","6,23626598","-75,6040937",3
POINT (-75.6037286 6.23625194),2023 Sep 07 12:00:00 AM,Poda de Mantenimiento,116.180.051.966,Lafoensia acuminata,"Guayacan manizaleño, Arrayan de Manizales",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32C N 81A-66, detrás del bloque.","6,23625194","-75,6037286",3
POINT (-75.604091 6.23621932),2023 Sep 11 12:00:00 AM,Poda de Mantenimiento,116.180.051.948,Citrus limon,Limón,Medellín,Belén,Nueva Villa del Aburrá,"Calle 32C N 81B-16, costado oriental del bloque 48","6,23621932","-75,604091",3
POINT (-75.5964323 6.23613474),2023 Feb 01 12:00:00 AM,Poda de Mantenimiento,116.200.000.391,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Belén,El Nogal-Los Almendros,Carrera 76 N 32BB - 42,"6,23613474","-75,5964323",3
POINT (-75.6038165 6.23606721),2023 Sep 07 12:00:00 AM,Poda de Mantenimiento,116.180.000.873,Psidium cattleianum,Guayabo,Medellín,Belén,Nueva Villa del Aburrá,Calle 32C N 81-90,"6,23606721","-75,6038165",3
POINT (-75.603337 6.23588732),2023 Aug 29 12:00:00 AM,Poda de Mantenimiento,116.180.051.742,Sapindus saponaria,"Chumbimbo, jaboncillo, árbol de jabón, jabo, jabón, chambimbe",Medellín,Belén,Nueva Villa del Aburrá,Calle 32C N 81A-45,"6,23588732","-75,603337",3
POINT (-75.6042593 6.23585499),2023 Aug 29 12:00:00 AM,Poda de Mantenimiento,116.180.000.755,Libidibia punctata,"Ebano, granadillo, morado, tanamé, ebano costeño",Medellín,Belén,Nueva Villa del Aburrá,Calle 32C N 81B-15,"6,23585499","-75,6042593",3
POINT (-75.6042238 6.23582833),2023 Aug 29 12:00:00 AM,Poda de Mantenimiento,116.180.000.753,Codiaeum variegatum,"Croto ornamental, croto, croton, croton ornamental, croton sangregado",Medellín,Belén,Nueva Villa del Aburrá,Calle 32C N 81B-15,"6,23582833","-75,6042238",3
POINT (-75.6034876 6.23571526),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.051.818,Eriobotrya japonica,"Níspero del japón, níspero japonés, nisperito, níspero",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32C N 81A-73, costado trasero del bloque 42","6,23571526","-75,6034876",3
POINT (-75.5548945 6.23570849),2023 Jan 06 12:00:00 AM,Poda de Mantenimiento,109.100.100.332,Erythrina fusca,"Búcaro, chambul, cachimbo, pisamo",Medellín,Buenos Aires,La Milagrosa,"Calle 42 N 29- 12, Zona Verde, al frente.","6,23570849","-75,5548945",3
POINT (-75.6027997 6.23567898),2023 Sep 19 12:00:00 AM,Poda de Mantenimiento,116.180.000.366,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A entre la calle 32B y la calle 32C, costado oriental de la vía","6,23567898","-75,6027997",3
POINT (-75.5550405 6.23566874),2023 Jan 06 12:00:00 AM,Poda de Mantenimiento,109.100.100.324,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Buenos Aires,La Milagrosa,"Carrera 29 N 41-14, parque La Milagrosa, al lado de mesa de ajedrez","6,23566874","-75,5550405",3
POINT (-75.6029086 6.23558556),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.000.357,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32B N 81B-17, Costado oriental del bloque 29","6,23558556","-75,6029086",3
POINT (-75.602485 6.23554689),2023 Sep 18 12:00:00 AM,Poda de Mantenimiento,116.180.080.417,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A N 32EE-32B,Zonas verde Villa de Aburra entre Avenida 80","6,23554689","-75,602485",3
POINT (-75.6031745 6.23554328),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.051.825,Lafoensia acuminata,"Guayacan manizaleño, Arrayan de Manizales",Medellín,Belén,Nueva Villa del Aburrá,Calle 32B N 81A-46,"6,23554328","-75,6031745",3
POINT (-75.6032375 6.23553794),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.051.824,Lafoensia acuminata,"Guayacan manizaleño, Arrayan de Manizales",Medellín,Belén,Nueva Villa del Aburrá,Calle 32B N 81A-46,"6,23553794","-75,6032375",3
POINT (-75.5492146 6.23546986),2023 May 08 12:00:00 AM,Poda de Mantenimiento,109.080.220.063,Cojoba arborea,"Carbonero zorro, cojoba, dormilón",Medellín,Buenos Aires,Miraflores,Calle 45 N 21-26 Costado occidental,"6,23546986","-75,5492146",3
POINT (-75.5892459 6.23544327),2023 Aug 14 12:00:00 AM,Poda de Mantenimiento,116.020.121.032,Jacaranda mimosifolia,"Jacaranda, gualanday",Medellín,Belén,Rosales,Carrera 69 N 32. Unidad deportiva de Belén,"6,23544327","-75,5892459",3
POINT (-75.6044149 6.23538235),2023 Aug 29 12:00:00 AM,Poda de Mantenimiento,116.180.051.686,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Belén,Nueva Villa del Aburrá,Calle 32B N 81B-43,"6,23538235","-75,6044149",3
POINT (-75.6025985 6.23533195),2023 Sep 18 12:00:00 AM,Poda de Mantenimiento,116.180.000.394,Bauhinia variegata,"Casco de vaca (variegata), árbol orquídea",Medellín,Belén,Nueva Villa del Aburrá,Calle 32B N 81A-33,"6,23533195","-75,6025985",3
POINT (-75.5896317 6.2353265),2023 Aug 14 12:00:00 AM,Poda de Mantenimiento,116.020.121.139,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,Belén,Rosales,"Carrera 69 N 32-35, Al frente, Unidad deportiva de Belén, perímetro Cancha sintética","6,2353265","-75,5896317",3
POINT (-75.603512 6.23531224),2023 Aug 31 12:00:00 AM,Poda de Mantenimiento,116.180.051.641,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Belén,Nueva Villa del Aburrá,Calle 32B N 81A-73,"6,23531224","-75,603512",3
POINT (-75.6029074 6.23522121),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.000.800,Murraya paniculata,"Azahar de la India, mirto, azahar, mirto blanco, mirto de la India, mirto de malabar",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A entre la Calle 32A y 32B, costado occidental de la vía","6,23522121","-75,6029074",3
POINT (-75.6023181 6.23515973),2023 Sep 18 12:00:00 AM,Poda de Mantenimiento,116.180.000.277,Jacaranda caucana,"Gualanday, Chingale",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81 N 32,"6,23515973","-75,6023181",3
POINT (-75.6040683 6.23515882),2023 Aug 31 12:00:00 AM,Poda de Mantenimiento,116.180.051.908,Eugenia uniflora,Guayabo grosello,Medellín,Belén,Nueva Villa del Aburrá,Carrera 81B N 32A-03,"6,23515882","-75,6040683",3
POINT (-75.6050221 6.23510483),2023 Dec 12 12:00:00 AM,Poda de Mantenimiento,116.180.051.917,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82C N 32A-21, pasando la calle en la zona verde","6,23510483","-75,6050221",3
POINT (-75.6035734 6.23510416),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.051.900,Ceiba pentandra,"Ceiba, Bonga",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32B N 81A-73, zona verde detrás del bloque","6,23510416","-75,6035734",3
POINT (-75.6030724 6.23504556),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.051.763,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A N 32A-32B, zona verde entre los 2 bloques","6,23504556","-75,6030724",3
POINT (-75.6049631 6.23504484),2023 Aug 31 12:00:00 AM,Poda de Mantenimiento,116.180.051.929,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82C N 32A-13, pasando la calle en la zona verde","6,23504484","-75,6049631",3
POINT (-75.6029704 6.23504423),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.051.765,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A N 32A -32B, zona verde entre los 2 bloques","6,23504423","-75,6029704",3
POINT (-75.6029014 6.23501024),2023 Aug 30 12:00:00 AM,Poda de Mantenimiento,116.180.000.802,Melicoccus bijugatus,"Mamoncillo, Mamon",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A entre la Calle 32A y 32B, costado occidental de la vía","6,23501024","-75,6029014",3
POINT (-75.6049852 6.23498284),2023 Aug 31 12:00:00 AM,Poda de Mantenimiento,116.180.051.926,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82C N 32A-13, pasando la calle en la zona verde","6,23498284","-75,6049852",3
POINT (-75.6050642 6.23495982),2023 Aug 31 12:00:00 AM,Poda de Mantenimiento,116.180.000.734,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Belén,Nueva Villa del Aburrá,Cra 82C N 32A-17 pasando la calle,"6,23495982","-75,6050642",3
POINT (-75.5633511 6.23490144),2023 Feb 09 12:00:00 AM,Poda de Mantenimiento,109.120.000.431,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,Buenos Aires,El Salvador,"Carrera 36A N 36, Separador vial","6,23490144","-75,5633511",3
POINT (-75.6031435 6.23474487),2023 Aug 24 12:00:00 AM,Poda de Mantenimiento,116.180.051.837,Malpighia glabra,"Huesito, cerezo, cereza, cerezo silvestre, cereza montañera, huesito glabra",Medellín,Belén,Nueva Villa del Aburrá,Calle 32A N 81A-17 bloque 12,"6,23474487","-75,6031435",3
POINT (-75.6036298 6.23474135),2023 Sep 01 12:00:00 AM,Poda de Mantenimiento,116.180.000.846,Malpighia glabra,"Huesito, cerezo, cereza, cerezo silvestre, cereza montañera, huesito glabra",Medellín,Belén,Nueva Villa del Aburrá,Calle 32A N81A-73,"6,23474135","-75,6036298",3
POINT (-75.6046405 6.23473475),2023 Sep 04 12:00:00 AM,Poda de Mantenimiento,116.180.000.261,Melaleuca glauca,"Escobillón rojo, calistemo rojo, gusanillo, eucalipto de flor",Medellín,Belén,Nueva Villa del Aburrá,carrera 81B calle 32A,"6,23473475","-75,6046405",3
POINT (-75.6046124 6.23473475),2023 Sep 04 12:00:00 AM,Poda de Mantenimiento,116.180.000.262,Melaleuca glauca,"Escobillón rojo, calistemo rojo, gusanillo, eucalipto de flor",Medellín,Belén,Nueva Villa del Aburrá,carrera 81B calle 32A,"6,23473475","-75,6046124",3
POINT (-75.5853465 6.23472476),2023 Dec 24 12:00:00 AM,Poda de Mantenimiento,116.010.060.206,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Belén,Fátima,"Carrera 65F N 32-40, al costado sur, en parque lineal","6,23472476","-75,5853465",3
POINT (-75.6048149 6.23460227),2023 Aug 31 12:00:00 AM,Poda de Mantenimiento,116.180.051.893,Melaleuca quinquenervia,"Arbol de corcho, calistemo blanco, corcho, eucalipto de flor",Medellín,Belén,Nueva Villa del Aburrá,Calle 32 N 81B-71 bloque 7,"6,23460227","-75,6048149",3
POINT (-75.6029359 6.23458847),2023 Aug 24 12:00:00 AM,Poda de Mantenimiento,116.180.051.881,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A N 32A Zonas verdes,"6,23458847","-75,6029359",3
POINT (-75.5410075 6.2345846),2023 Apr 05 12:00:00 AM,Poda de Mantenimiento,109.050.000.213,Cojoba arborea,"Carbonero zorro, cojoba, dormilón",Medellín,Buenos Aires,Alejandro Echavarría,"Carrera 14B N 50-47, en frente de taller mecánico","6,2345846","-75,5410075",3
POINT (-75.6027567 6.23458422),2023 Sep 18 12:00:00 AM,Poda de Mantenimiento,116.180.000.880,Dypsis lutescens,Palma areca,Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A con calle 32,"6,23458422","-75,6027567",3
POINT (-75.604708 6.23454871),2023 Sep 01 12:00:00 AM,Poda de Mantenimiento,116.180.051.793,Malpighia glabra,"Huesito, cerezo, cereza, cerezo silvestre, cereza montañera, huesito glabra",Medellín,Belén,Nueva Villa del Aburrá,Calle 32 N81B-50,"6,23454871","-75,604708",3
POINT (-75.5892526 6.23451679),2023 Aug 14 12:00:00 AM,Poda de Mantenimiento,116.020.120.896,Senna siamea,"Acacia siamea, abeto, acacio santandereano, alcaparro, acacia, carmín",Medellín,Belén,Rosales,Carrera 69 N 32. Unidad deportiva de Belén,"6,23451679","-75,5892526",3
POINT (-75.6036716 6.23450777),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.180.051.720,Lafoensia acuminata,"Guayacan manizaleño, Arrayan de Manizales",Medellín,Belén,Nueva Villa del Aburrá,Calle 32A N 81A-101 Costado Oriental Bloque 9,"6,23450777","-75,6036716",3
POINT (-75.6029787 6.23447994),2023 Aug 24 12:00:00 AM,Poda de Mantenimiento,116.180.051.858,Hibiscus elatus,Rosa de mayo,Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A con Calle 32A Zonas verdes,"6,23447994","-75,6029787",3
POINT (-75.602881 6.23447373),2023 Aug 24 12:00:00 AM,Poda de Mantenimiento,116.180.000.822,Melicoccus bijugatus,"Mamoncillo, Mamon",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A N 32A,"6,23447373","-75,602881",3
POINT (-75.603096 6.2344709),2023 Aug 24 12:00:00 AM,Poda de Mantenimiento,116.180.051.897,Roystonea regia,"Palma real de Cuba, palma real, palma botella",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A N 32A Zonas verdes,"6,2344709","-75,603096",3
POINT (-75.602972 6.23442661),2023 Aug 24 12:00:00 AM,Poda de Mantenimiento,116.180.051.856,Citrus limon,Limón,Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A con Calle 32A Zonas verdes,"6,23442661","-75,602972",3
POINT (-75.6035361 6.23440512),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.180.051.843,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,"Entre calle 32 y calle 32A, con carrera 81B, parque zonas verde","6,23440512","-75,6035361",3
POINT (-75.545328 6.23428375),2023 Feb 24 12:00:00 AM,Poda de Mantenimiento,109.040.630.113,Retrophyllum rospigliosii,"Pino colombiano, pino chaquiro, chaquiro, pino, pino de montaña, pino romerón",Medellín,Buenos Aires,Los Cerros El Vergel,Carrera 16CC N 46B-18,"6,23428375","-75,545328",3
POINT (-75.5619353 6.23426938),2023 Feb 10 12:00:00 AM,Poda de Mantenimiento,109.120.100.004,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Buenos Aires,El Salvador,Carrera 34E N 35-37 - Al frente,"6,23426938","-75,5619353",3
POINT (-75.6031023 6.23423738),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.180.051.772,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,Calle 32 N81A-18,"6,23423738","-75,6031023",3
POINT (-75.6035066 6.23423348),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.180.051.777,Dypsis lutescens,Palma areca,Medellín,Belén,Nueva Villa del Aburrá,Calle 32 81A-72,"6,23423348","-75,6035066",3
POINT (-75.6032672 6.23422638),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.180.051.775,Jacaranda mimosifolia,"Jacaranda, gualanday",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A Calle 32,"6,23422638","-75,6032672",3
POINT (-75.603163 6.23402955),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.030.500.729,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Belén,Belén,"Calle 32 con Carrera 81A, acera canalización Q. La Picacha","6,23402955","-75,603163",4
POINT (-75.5927615 6.23402658),2023 Aug 10 12:00:00 AM,Poda de Mantenimiento,116.020.001.198,Murraya paniculata,"Azahar de la India, mirto, azahar, mirto blanco, mirto de la India, mirto de malabar",Medellín,Belén,Rosales,Carrera 72 N 31-27,"6,23402658","-75,5927615",3
POINT (-75.5750706 6.23388347),2023 Mar 22 12:00:00 AM,Poda de Mantenimiento,110.120.200.148,Bischofia javanica,Biscofia,Medellín,La Candelaria,Perpetuo Socorro,"Carrera 51B N 32-06, Avenida regional, Separador central","6,23388347","-75,5750706",3
POINT (-75.5628254 6.23385214),2023 Feb 10 12:00:00 AM,Poda de Mantenimiento,109.120.000.422,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,Buenos Aires,El Salvador,"Calle 35 N 34F-11, al frente en zona verde","6,23385214","-75,5628254",3
POINT (-75.5750558 6.23383415),2023 Mar 22 12:00:00 AM,Poda de Mantenimiento,110.120.200.146,Coccoloba acuminata,Maiz tostado,Medellín,La Candelaria,Perpetuo Socorro,"Carrera 51B N 32-03, Avenida regional, Separador central.","6,23383415","-75,5750558",3
POINT (-75.5628723 6.23383214),2023 Feb 10 12:00:00 AM,Poda de Mantenimiento,109.120.000.421,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,Buenos Aires,El Salvador,"Calle 35 N 34F-11, al frente en zona verde","6,23383214","-75,5628723",3
POINT (-75.5629151 6.23375591),2023 Feb 11 12:00:00 AM,Poda de Mantenimiento,109.120.000.420,Dypsis lutescens,Palma areca,Medellín,Buenos Aires,El Salvador,Calle 35 N 34F-23,"6,23375591","-75,5629151",3
POINT (-75.542363 6.23366292),2023 Apr 05 12:00:00 AM,Poda de Mantenimiento,109.050.060.290,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Buenos Aires,Alejandro Echavarría,Carrera 14c N 49-9,"6,23366292","-75,542363",3
POINT (-75.5620123 6.23350938),2023 Feb 13 12:00:00 AM,Poda de Mantenimiento,109.120.000.388,Citrus maxima,"Naranja, Naranja agria, toronja, toronjo, pomelo, pamplemusa",Medellín,Buenos Aires,El Salvador,Carrera 34C N 34C-35,"6,23350938","-75,5620123",3
POINT (-75.6034773 6.23350806),2023 Aug 23 12:00:00 AM,Poda de Mantenimiento,116.030.001.579,Heptapleurum actinophyllum,"Schefflera, cheflera, pategallina hojigrande",Medellín,Belén,Belén,Carrera 82 N 31-18,"6,23350806","-75,6034773",4
